==79091== NVPROF is profiling process 79091, command: ./lassen-executable/hotspot_11 2048 2 2 ../../data/hotspot/temp_2048 ../../data/hotspot/power_2048 output.out
==79091== Profiling application: ./lassen-executable/hotspot_11 2048 2 2 ../../data/hotspot/temp_2048 ../../data/hotspot/power_2048 output.out
WG size of kernel = 16 X 16
alloc FilesavingTemp
Number of allocated Data = 1
in api range: 0x200060000000 0x200061000000
alloc FilesavingPower
Number of allocated Data = 2
in api range: 0x200061000000 0x200062000000
pyramidHeight: 2
gridSize: [2048, 2048]
border:[2, 2]
blockGrid:[171, 171]
targetBlock:[12, 12]
Number of allocated Data = 3
in api range: 0x200062000000 0x200063000000
Start computing the transient temperature
Ending simulation
removing 0 1
==79091== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*           Device   Context    Stream        Unified Memory  Virtual Address  Name
5.05836s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062a80000  [Unified Memory CPU page faults]
5.12971s  3.7440us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062b00000  [Unified Memory Memcpy DtoH]
5.12971s  16.608us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200062b10000  [Unified Memory Memcpy DtoH]
5.12982s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062b00000  [Unified Memory CPU page faults]
5.27325s  3.5520us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062c00000  [Unified Memory Memcpy DtoH]
5.27338s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062c00000  [Unified Memory CPU page faults]
5.28229s  3.5200us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062c10000  [Unified Memory Memcpy DtoH]
5.28243s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062c10000  [Unified Memory CPU page faults]
5.29133s  3.3280us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062c20000  [Unified Memory Memcpy DtoH]
5.29133s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062c30000  [Unified Memory Memcpy DtoH]
5.29146s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062c20000  [Unified Memory CPU page faults]
5.30931s  3.3280us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062c40000  [Unified Memory Memcpy DtoH]
5.30932s  5.2160us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200062c50000  [Unified Memory Memcpy DtoH]
5.30944s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062c40000  [Unified Memory CPU page faults]
5.34515s  3.5200us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062c80000  [Unified Memory Memcpy DtoH]
5.34515s  9.0560us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200062c90000  [Unified Memory Memcpy DtoH]
5.34528s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062c80000  [Unified Memory CPU page faults]
5.41669s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062d00000  [Unified Memory Memcpy DtoH]
5.41669s  16.512us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200062d10000  [Unified Memory Memcpy DtoH]
5.41681s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062d00000  [Unified Memory CPU page faults]
5.56034s  3.5840us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062e00000  [Unified Memory Memcpy DtoH]
5.56047s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062e00000  [Unified Memory CPU page faults]
5.56935s  3.6480us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062e10000  [Unified Memory Memcpy DtoH]
5.56949s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062e10000  [Unified Memory CPU page faults]
5.57836s  3.5200us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062e20000  [Unified Memory Memcpy DtoH]
5.57837s  3.3920us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062e30000  [Unified Memory Memcpy DtoH]
5.57850s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062e20000  [Unified Memory CPU page faults]
5.59634s  3.3280us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062e40000  [Unified Memory Memcpy DtoH]
5.59634s  5.2800us                    -               -         -         -         -  Tesla V100-SXM2         -         -          192.000000KB   0x200062e50000  [Unified Memory Memcpy DtoH]
5.59648s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062e40000  [Unified Memory CPU page faults]
5.63220s  3.3280us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062e80000  [Unified Memory Memcpy DtoH]
5.63220s  9.0240us                    -               -         -         -         -  Tesla V100-SXM2         -         -          448.000000KB   0x200062e90000  [Unified Memory Memcpy DtoH]
5.63233s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062e80000  [Unified Memory CPU page faults]
5.70357s  3.3600us                    -               -         -         -         -  Tesla V100-SXM2         -         -           64.000000KB   0x200062f00000  [Unified Memory Memcpy DtoH]
5.70357s  16.832us                    -               -         -         -         -  Tesla V100-SXM2         -         -          960.000000KB   0x200062f10000  [Unified Memory Memcpy DtoH]
5.70370s         -                    -               -         -         -         -                -         -         -         PC 0x10003da0   0x200062f00000  [Unified Memory CPU page faults]

Regs: Number of registers used per CUDA thread. This number includes registers used internally by the CUDA driver and/or tools and can be more than what the compiler shows.
SSMem: Static shared memory allocated per CUDA block.
DSMem: Dynamic shared memory allocated per CUDA block.
