Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,Costs,label,predicted label
0.0,0.07,2.12,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.00394795918367347, 0.0040185714285714295, 0.0040606122448979595, 0.004143469387755102, 0.00402, 0.004049183673469389, 0.004049183673469386",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,1,1280.0,344.0,"0.003390408163265306, 0.0041881632653061225, 0.004218571428571428, 0.00416938775510204, 0.004108163265306122, 0.004138163265306124, 0.004076122448979592",0,0
0.16,0.05,1072.52,16,16,173056,4.22,128,64,12,9,768.0,680.0,"0.01897648979591836, 0.018832734693877556, 0.018833306122448983, 0.018831918367346944, 0.01883144897959183, 0.01883185714285715, 0.018828673469387755",6,6
0.16,0.05,1072.52,16,16,173056,4.22,128,64,1,0,0.0,4.0,"0.01883371428571429, 0.018863734693877553, 0.018847714285714284, 0.01884797959183673, 0.018861632653061226, 0.01886191836734694, 0.01884973469387756",6,6
0.16,0.05,1072.52,16,16,173056,4.22,128,64,1,1,1280.0,344.0,"0.018978244897959188, 0.01883171428571429, 0.018831836734693876, 0.01883136734693878, 0.018830673469387757, 0.018831102040816325, 0.01883148979591837",5,5
0.0,0.07,2.12,512,17,512,0.0,5,4,12,9,768.0,680.0,"0.0032622448979591845, 0.004161632653061225, 0.004130204081632652, 0.00414673469387755, 0.00424408163265306, 0.0042075510204081625, 0.004136530612244899",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.00394795918367347, 0.0040185714285714295, 0.0040606122448979595, 0.004143469387755102, 0.00402, 0.004049183673469389, 0.004049183673469386",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,1,1280.0,344.0,"0.003390408163265306, 0.0041881632653061225, 0.004218571428571428, 0.00416938775510204, 0.004108163265306122, 0.004138163265306124, 0.004076122448979592",0,0
0.16,0.05,1065.39,16,16,173056,4.22,128,64,12,9,768.0,680.0,"0.01897648979591836, 0.018832734693877556, 0.018833306122448983, 0.018831918367346944, 0.01883144897959183, 0.01883185714285715, 0.018828673469387755",6,6
0.16,0.05,1065.39,16,16,173056,4.22,128,64,1,0,0.0,4.0,"0.01883371428571429, 0.018863734693877553, 0.018847714285714284, 0.01884797959183673, 0.018861632653061226, 0.01886191836734694, 0.01884973469387756",6,6
0.16,0.05,1065.39,16,16,173056,4.22,128,64,1,1,1280.0,344.0,"0.018978244897959188, 0.01883171428571429, 0.018831836734693876, 0.01883136734693878, 0.018830673469387757, 0.018831102040816325, 0.01883148979591837",5,5
0.0,0.07,2.12,512,17,512,0.0,5,4,12,9,768.0,680.0,"0.0032622448979591845, 0.004161632653061225, 0.004130204081632652, 0.00414673469387755, 0.00424408163265306, 0.0042075510204081625, 0.004136530612244899",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.00394795918367347, 0.0040185714285714295, 0.0040606122448979595, 0.004143469387755102, 0.00402, 0.004049183673469389, 0.004049183673469386",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,1,1280.0,344.0,"0.003390408163265306, 0.0041881632653061225, 0.004218571428571428, 0.00416938775510204, 0.004108163265306122, 0.004138163265306124, 0.004076122448979592",0,0
0.16,0.05,1060.29,16,16,173056,4.22,128,64,12,9,768.0,680.0,"0.01897648979591836, 0.018832734693877556, 0.018833306122448983, 0.018831918367346944, 0.01883144897959183, 0.01883185714285715, 0.018828673469387755",6,6
0.16,0.05,1060.29,16,16,173056,4.22,128,64,1,0,0.0,4.0,"0.01883371428571429, 0.018863734693877553, 0.018847714285714284, 0.01884797959183673, 0.018861632653061226, 0.01886191836734694, 0.01884973469387756",6,6
0.16,0.05,1060.29,16,16,173056,4.22,128,64,1,1,1280.0,344.0,"0.018978244897959188, 0.01883171428571429, 0.018831836734693876, 0.01883136734693878, 0.018830673469387757, 0.018831102040816325, 0.01883148979591837",5,5
0.0,0.07,2.12,512,17,512,0.0,5,4,12,9,768.0,680.0,"0.0032622448979591845, 0.004161632653061225, 0.004130204081632652, 0.00414673469387755, 0.00424408163265306, 0.0042075510204081625, 0.004136530612244899",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.00394795918367347, 0.0040185714285714295, 0.0040606122448979595, 0.004143469387755102, 0.00402, 0.004049183673469389, 0.004049183673469386",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,1,1280.0,344.0,"0.003390408163265306, 0.0041881632653061225, 0.004218571428571428, 0.00416938775510204, 0.004108163265306122, 0.004138163265306124, 0.004076122448979592",0,0
0.16,0.05,1060.29,16,16,173056,4.22,128,64,12,9,768.0,680.0,"0.01897648979591836, 0.018832734693877556, 0.018833306122448983, 0.018831918367346944, 0.01883144897959183, 0.01883185714285715, 0.018828673469387755",6,6
0.16,0.05,1060.29,16,16,173056,4.22,128,64,1,0,0.0,4.0,"0.01883371428571429, 0.018863734693877553, 0.018847714285714284, 0.01884797959183673, 0.018861632653061226, 0.01886191836734694, 0.01884973469387756",6,6
0.16,0.05,1060.29,16,16,173056,4.22,128,64,1,1,1280.0,344.0,"0.018978244897959188, 0.01883171428571429, 0.018831836734693876, 0.01883136734693878, 0.018830673469387757, 0.018831102040816325, 0.01883148979591837",5,5
0.0,0.07,2.12,512,17,512,0.0,5,4,12,9,768.0,680.0,"0.0032622448979591845, 0.004161632653061225, 0.004130204081632652, 0.00414673469387755, 0.00424408163265306, 0.0042075510204081625, 0.004136530612244899",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.00394795918367347, 0.0040185714285714295, 0.0040606122448979595, 0.004143469387755102, 0.00402, 0.004049183673469389, 0.004049183673469386",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,1,1280.0,344.0,"0.003390408163265306, 0.0041881632653061225, 0.004218571428571428, 0.00416938775510204, 0.004108163265306122, 0.004138163265306124, 0.004076122448979592",0,0
0.16,0.06,1060.29,16,16,173056,4.22,128,64,12,9,768.0,680.0,"0.01897648979591836, 0.018832734693877556, 0.018833306122448983, 0.018831918367346944, 0.01883144897959183, 0.01883185714285715, 0.018828673469387755",6,6
0.16,0.06,1060.29,16,16,173056,4.22,128,64,1,0,0.0,4.0,"0.01883371428571429, 0.018863734693877553, 0.018847714285714284, 0.01884797959183673, 0.018861632653061226, 0.01886191836734694, 0.01884973469387756",6,6
0.16,0.06,1060.29,16,16,173056,4.22,128,64,1,1,1280.0,344.0,"0.018978244897959188, 0.01883171428571429, 0.018831836734693876, 0.01883136734693878, 0.018830673469387757, 0.018831102040816325, 0.01883148979591837",5,5
0.0,0.07,2.12,512,17,512,0.0,5,4,12,9,768.0,680.0,"0.0032622448979591845, 0.004161632653061225, 0.004130204081632652, 0.00414673469387755, 0.00424408163265306, 0.0042075510204081625, 0.004136530612244899",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.00394795918367347, 0.0040185714285714295, 0.0040606122448979595, 0.004143469387755102, 0.00402, 0.004049183673469389, 0.004049183673469386",0,0
0.0,0.07,2.12,512,17,512,0.0,5,4,1,1,1280.0,344.0,"0.003390408163265306, 0.0041881632653061225, 0.004218571428571428, 0.00416938775510204, 0.004108163265306122, 0.004138163265306124, 0.004076122448979592",0,0
0.16,0.05,1169.78,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1169.78,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1169.78,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.08,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1169.78,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1169.78,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1169.78,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.08,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1162.32,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1162.32,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1162.32,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.08,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1156.97,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1156.97,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1156.97,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.08,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1156.97,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1156.97,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1156.97,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.08,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1156.97,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1156.97,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1156.97,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.08,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1149.56,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1149.56,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1149.56,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.08,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1144.26,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1144.26,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1144.26,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.07,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1144.26,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1144.26,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1144.26,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.08,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.08,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.16,0.05,1144.26,16,16,186624,4.56,128,64,12,4,768.0,732.0,"0.020332653061224483, 0.02021824489795919, 0.020218693877551024, 0.020217775510204084, 0.020217734693877543, 0.02021793877551021, 0.020214836734693875",0,0
0.16,0.05,1144.26,16,16,186624,4.56,128,64,0,0,0.0,0.0,"0.020218163265306118, 0.02023410204081633, 0.02023467346938776, 0.02023408163265306, 0.020247510204081633, 0.020233020408163264, 0.02023632653061225",3,3
0.16,0.05,1144.26,16,16,186624,4.56,128,64,1,2,1280.0,292.0,"0.020333918367346937, 0.020218081632653057, 0.020216897959183678, 0.020217469387755108, 0.020217183673469388, 0.020216775510204076, 0.02021755102040817",4,4
0.0,0.07,2.25,512,17,512,0.0,5,4,12,4,768.0,732.0,"0.003132448979591836, 0.0038267346938775514, 0.0038528571428571427, 0.003796326530612246, 0.0038555102040816326, 0.0037918367346938798, 0.003774489795918366",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.0036910204081632664, 0.0037481632653061222, 0.003689795918367346, 0.003744081632653062, 0.003728163265306124, 0.0036538775510204084, 0.0037751020408163262",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,2,1280.0,292.0,"0.003081836734693877, 0.003811224489795919, 0.003853469387755102, 0.0038106122448979584, 0.003799183673469388, 0.00383122448979592, 0.0038426530612244904",0,0
0.17,0.05,1257.9,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.17,0.05,1257.9,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.17,0.05,1257.9,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.17,0.05,1257.9,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.17,0.05,1257.9,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.17,0.05,1257.9,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.17,0.05,1250.17,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.17,0.05,1250.17,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.17,0.05,1250.17,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.16,0.05,1244.62,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.16,0.05,1244.62,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.16,0.05,1244.62,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.16,0.05,1244.62,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.16,0.05,1244.62,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.16,0.05,1244.62,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
