Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,Costs,label,predicted label,Predicted cost,Predicted cost differential
0.0,0.08,4.41,512,17,1024,0.01,5,4,22,34,3072,3072,"0.00469, 0.00509, 0.005201428571428571, 0.005197142857142858, 0.0051085714285714285, 0.005182857142857143, 0.005134285714285715",0,0,0.00469,0.0
0.0,0.08,4.41,512,17,1024,0.01,5,4,2,232,64,64,"0.005121538461538461, 0.005041428571428572, 0.005011428571428571, 0.005055714285714286, 0.0049414285714285714, 0.00496, 0.0051028571428571425",1,1,0.005041428571428572,0.0
0.0,0.08,4.41,512,17,1024,0.01,5,4,11,44,3072,0,"0.005023061224489796, 0.00506, 0.00496, 0.0054600000000000004, 0.00533, 0.00524, 0.00519",0,0,0.005023061224489796,0.0
0.18,0.08,5180.7,16,16,802816,19.6,128,64,23,44,3136,3136,"0.07618361538461538, 0.07647971428571429, 0.077677, 0.07883785714285714, 0.07627328571428571, 0.0781592857142857, 0.07733271428571428",0,0,0.07618361538461538,0.0
0.18,0.08,5180.7,16,16,802816,19.6,128,64,2,236,64,64,"0.07540407692307692, 0.076871, 0.07627414285714286, 0.08102357142857143, 0.07690785714285713, 0.0766107142857143, 0.07852028571428571",0,0,0.07540407692307692,0.0
0.18,0.08,5180.7,16,16,802816,19.6,128,64,11,52,3136,0,"0.07735681632653062, 0.07745, 0.074202, 0.07737899999999999, 0.074189, 0.074198, 0.075804",0,0,0.07735681632653062,0.0
0.0,0.07,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,"0.004686153846153846, 0.005192857142857143, 0.005232857142857143, 0.005304285714285714, 0.005172857142857143, 0.00526, 0.005232857142857143",0,0,0.004686153846153846,0.0
0.0,0.07,4.41,512,17,1024,0.01,5,4,2,236,64,64,"0.005076923076923077, 0.005095714285714286, 0.005054285714285714, 0.005248571428571429, 0.005068571428571428, 0.00506, 0.005142857142857143",2,1,0.005095714285714286,4.14285714285716e-05
0.0,0.07,4.41,512,17,1024,0.01,5,4,11,52,3136,0,"0.005100816326530612, 0.0051600000000000005, 0.00513, 0.00524, 0.00505, 0.00506, 0.00511",0,0,0.005100816326530612,0.0
0.18,0.08,5180.7,16,16,802816,19.6,128,64,23,44,3136,3136,"0.07618361538461538, 0.07647971428571429, 0.077677, 0.07883785714285714, 0.07627328571428571, 0.0781592857142857, 0.07733271428571428",0,0,0.07618361538461538,0.0
0.18,0.08,5180.7,16,16,802816,19.6,128,64,2,236,64,64,"0.07540407692307692, 0.076871, 0.07627414285714286, 0.08102357142857143, 0.07690785714285713, 0.0766107142857143, 0.07852028571428571",0,0,0.07540407692307692,0.0
0.18,0.08,5180.7,16,16,802816,19.6,128,64,11,52,3136,0,"0.07735681632653062, 0.07745, 0.074202, 0.07737899999999999, 0.074189, 0.074198, 0.075804",0,0,0.07735681632653062,0.0
0.0,0.06,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,"0.004686153846153846, 0.005192857142857143, 0.005232857142857143, 0.005304285714285714, 0.005172857142857143, 0.00526, 0.005232857142857143",0,0,0.004686153846153846,0.0
0.0,0.06,4.41,512,17,1024,0.01,5,4,2,236,64,64,"0.005076923076923077, 0.005095714285714286, 0.005054285714285714, 0.005248571428571429, 0.005068571428571428, 0.00506, 0.005142857142857143",2,1,0.005095714285714286,4.14285714285716e-05
0.0,0.06,4.41,512,17,1024,0.01,5,4,11,52,3136,0,"0.005100816326530612, 0.0051600000000000005, 0.00513, 0.00524, 0.00505, 0.00506, 0.00511",0,0,0.005100816326530612,0.0
0.18,0.08,5164.57,16,16,802816,19.6,128,64,23,44,3136,3136,"0.07618361538461538, 0.07647971428571429, 0.077677, 0.07883785714285714, 0.07627328571428571, 0.0781592857142857, 0.07733271428571428",0,0,0.07618361538461538,0.0
0.18,0.08,5164.57,16,16,802816,19.6,128,64,2,236,64,64,"0.07540407692307692, 0.076871, 0.07627414285714286, 0.08102357142857143, 0.07690785714285713, 0.0766107142857143, 0.07852028571428571",0,0,0.07540407692307692,0.0
0.18,0.08,5164.57,16,16,802816,19.6,128,64,11,52,3136,0,"0.07735681632653062, 0.07745, 0.074202, 0.07737899999999999, 0.074189, 0.074198, 0.075804",0,0,0.07735681632653062,0.0
0.0,0.07,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,"0.004686153846153846, 0.005192857142857143, 0.005232857142857143, 0.005304285714285714, 0.005172857142857143, 0.00526, 0.005232857142857143",0,0,0.004686153846153846,0.0
0.0,0.07,4.41,512,17,1024,0.01,5,4,2,236,64,64,"0.005076923076923077, 0.005095714285714286, 0.005054285714285714, 0.005248571428571429, 0.005068571428571428, 0.00506, 0.005142857142857143",2,1,0.005095714285714286,4.14285714285716e-05
0.0,0.07,4.41,512,17,1024,0.01,5,4,11,52,3136,0,"0.005100816326530612, 0.0051600000000000005, 0.00513, 0.00524, 0.00505, 0.00506, 0.00511",0,0,0.005100816326530612,0.0
0.18,0.08,5152.73,16,16,802816,19.6,128,64,23,44,3136,3136,"0.07618361538461538, 0.07647971428571429, 0.077677, 0.07883785714285714, 0.07627328571428571, 0.0781592857142857, 0.07733271428571428",0,0,0.07618361538461538,0.0
0.18,0.08,5152.73,16,16,802816,19.6,128,64,2,236,64,64,"0.07540407692307692, 0.076871, 0.07627414285714286, 0.08102357142857143, 0.07690785714285713, 0.0766107142857143, 0.07852028571428571",0,0,0.07540407692307692,0.0
0.18,0.08,5152.73,16,16,802816,19.6,128,64,11,52,3136,0,"0.07735681632653062, 0.07745, 0.074202, 0.07737899999999999, 0.074189, 0.074198, 0.075804",0,0,0.07735681632653062,0.0
0.0,0.07,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,"0.004686153846153846, 0.005192857142857143, 0.005232857142857143, 0.005304285714285714, 0.005172857142857143, 0.00526, 0.005232857142857143",0,0,0.004686153846153846,0.0
0.0,0.07,4.41,512,17,1024,0.01,5,4,2,236,64,64,"0.005076923076923077, 0.005095714285714286, 0.005054285714285714, 0.005248571428571429, 0.005068571428571428, 0.00506, 0.005142857142857143",2,1,0.005095714285714286,4.14285714285716e-05
0.0,0.07,4.41,512,17,1024,0.01,5,4,11,52,3136,0,"0.005100816326530612, 0.0051600000000000005, 0.00513, 0.00524, 0.00505, 0.00506, 0.00511",0,0,0.005100816326530612,0.0
0.18,0.08,5152.73,16,16,802816,19.6,128,64,23,44,3136,3136,"0.07618361538461538, 0.07647971428571429, 0.077677, 0.07883785714285714, 0.07627328571428571, 0.0781592857142857, 0.07733271428571428",0,0,0.07618361538461538,0.0
0.18,0.08,5152.73,16,16,802816,19.6,128,64,2,236,64,64,"0.07540407692307692, 0.076871, 0.07627414285714286, 0.08102357142857143, 0.07690785714285713, 0.0766107142857143, 0.07852028571428571",0,0,0.07540407692307692,0.0
0.18,0.08,5152.73,16,16,802816,19.6,128,64,11,52,3136,0,"0.07735681632653062, 0.07745, 0.074202, 0.07737899999999999, 0.074189, 0.074198, 0.075804",0,0,0.07735681632653062,0.0
0.0,0.07,4.41,512,17,1024,0.01,5,4,23,44,3136,3136,"0.004686153846153846, 0.005192857142857143, 0.005232857142857143, 0.005304285714285714, 0.005172857142857143, 0.00526, 0.005232857142857143",0,0,0.004686153846153846,0.0
0.0,0.07,4.41,512,17,1024,0.01,5,4,2,236,64,64,"0.005076923076923077, 0.005095714285714286, 0.005054285714285714, 0.005248571428571429, 0.005068571428571428, 0.00506, 0.005142857142857143",2,1,0.005095714285714286,4.14285714285716e-05
0.0,0.07,4.41,512,17,1024,0.01,5,4,11,52,3136,0,"0.005100816326530612, 0.0051600000000000005, 0.00513, 0.00524, 0.00505, 0.00506, 0.00511",0,0,0.005100816326530612,0.0
0.18,0.08,5367.26,16,16,831744,20.31,128,64,25,28,3264,3264,"0.07697461538461538, 0.07785842857142858, 0.07897628571428571, 0.07983642857142859, 0.08013, 0.07900071428571429, 0.08073771428571429",0,0,0.07697461538461538,0.0
0.18,0.08,5367.26,16,16,831744,20.31,128,64,2,256,64,64,"0.07748123076923076, 0.07770057142857142, 0.07876257142857143, 0.08047899999999998, 0.080833, 0.07790942857142857, 0.07991414285714285",0,0,0.07748123076923076,0.0
0.18,0.08,5367.26,16,16,831744,20.31,128,64,12,53,3264,0,"0.07906677551020407, 0.076752, 0.07675, 0.076752, 0.07675, 0.076748, 0.078423",0,0,0.07906677551020407,0.0
0.0,0.08,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,"0.0044623076923076925, 0.004982857142857143, 0.005044285714285715, 0.0050942857142857135, 0.0050942857142857135, 0.005042857142857143, 0.005097142857142857",0,0,0.0044623076923076925,0.0
0.0,0.08,4.53,512,17,1024,0.01,5,4,2,256,64,64,"0.004903846153846154, 0.004869999999999999, 0.004905714285714285, 0.0049585714285714285, 0.004975714285714286, 0.0048714285714285726, 0.004954285714285715",2,2,0.004905714285714285,0.0
0.0,0.08,4.53,512,17,1024,0.01,5,4,12,53,3264,0,"0.004918367346938777, 0.00494, 0.0049, 0.00487, 0.00489, 0.0049, 0.005",0,0,0.004918367346938777,0.0
0.18,0.08,5367.26,16,16,831744,20.31,128,64,25,28,3264,3264,"0.07697461538461538, 0.07785842857142858, 0.07897628571428571, 0.07983642857142859, 0.08013, 0.07900071428571429, 0.08073771428571429",0,0,0.07697461538461538,0.0
0.18,0.08,5367.26,16,16,831744,20.31,128,64,2,256,64,64,"0.07748123076923076, 0.07770057142857142, 0.07876257142857143, 0.08047899999999998, 0.080833, 0.07790942857142857, 0.07991414285714285",0,0,0.07748123076923076,0.0
0.18,0.08,5367.26,16,16,831744,20.31,128,64,12,53,3264,0,"0.07906677551020407, 0.076752, 0.07675, 0.076752, 0.07675, 0.076748, 0.078423",0,0,0.07906677551020407,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,"0.0044623076923076925, 0.004982857142857143, 0.005044285714285715, 0.0050942857142857135, 0.0050942857142857135, 0.005042857142857143, 0.005097142857142857",0,0,0.0044623076923076925,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,256,64,64,"0.004903846153846154, 0.004869999999999999, 0.004905714285714285, 0.0049585714285714285, 0.004975714285714286, 0.0048714285714285726, 0.004954285714285715",2,2,0.004905714285714285,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,53,3264,0,"0.004918367346938777, 0.00494, 0.0049, 0.00487, 0.00489, 0.0049, 0.005",0,0,0.004918367346938777,0.0
0.18,0.08,5350.85,16,16,831744,20.31,128,64,25,28,3264,3264,"0.07697461538461538, 0.07785842857142858, 0.07897628571428571, 0.07983642857142859, 0.08013, 0.07900071428571429, 0.08073771428571429",0,0,0.07697461538461538,0.0
0.18,0.08,5350.85,16,16,831744,20.31,128,64,2,256,64,64,"0.07748123076923076, 0.07770057142857142, 0.07876257142857143, 0.08047899999999998, 0.080833, 0.07790942857142857, 0.07991414285714285",0,0,0.07748123076923076,0.0
0.18,0.08,5350.85,16,16,831744,20.31,128,64,12,53,3264,0,"0.07906677551020407, 0.076752, 0.07675, 0.076752, 0.07675, 0.076748, 0.078423",0,0,0.07906677551020407,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,"0.0044623076923076925, 0.004982857142857143, 0.005044285714285715, 0.0050942857142857135, 0.0050942857142857135, 0.005042857142857143, 0.005097142857142857",0,0,0.0044623076923076925,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,256,64,64,"0.004903846153846154, 0.004869999999999999, 0.004905714285714285, 0.0049585714285714285, 0.004975714285714286, 0.0048714285714285726, 0.004954285714285715",2,2,0.004905714285714285,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,53,3264,0,"0.004918367346938777, 0.00494, 0.0049, 0.00487, 0.00489, 0.0049, 0.005",0,0,0.004918367346938777,0.0
0.18,0.08,5338.79,16,16,831744,20.31,128,64,25,28,3264,3264,"0.07697461538461538, 0.07785842857142858, 0.07897628571428571, 0.07983642857142859, 0.08013, 0.07900071428571429, 0.08073771428571429",0,0,0.07697461538461538,0.0
0.18,0.08,5338.79,16,16,831744,20.31,128,64,2,256,64,64,"0.07748123076923076, 0.07770057142857142, 0.07876257142857143, 0.08047899999999998, 0.080833, 0.07790942857142857, 0.07991414285714285",0,0,0.07748123076923076,0.0
0.18,0.08,5338.79,16,16,831744,20.31,128,64,12,53,3264,0,"0.07906677551020407, 0.076752, 0.07675, 0.076752, 0.07675, 0.076748, 0.078423",0,0,0.07906677551020407,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,"0.0044623076923076925, 0.004982857142857143, 0.005044285714285715, 0.0050942857142857135, 0.0050942857142857135, 0.005042857142857143, 0.005097142857142857",0,0,0.0044623076923076925,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,256,64,64,"0.004903846153846154, 0.004869999999999999, 0.004905714285714285, 0.0049585714285714285, 0.004975714285714286, 0.0048714285714285726, 0.004954285714285715",2,2,0.004905714285714285,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,53,3264,0,"0.004918367346938777, 0.00494, 0.0049, 0.00487, 0.00489, 0.0049, 0.005",0,0,0.004918367346938777,0.0
0.18,0.08,5338.79,16,16,831744,20.31,128,64,25,28,3264,3264,"0.07697461538461538, 0.07785842857142858, 0.07897628571428571, 0.07983642857142859, 0.08013, 0.07900071428571429, 0.08073771428571429",0,0,0.07697461538461538,0.0
0.18,0.08,5338.79,16,16,831744,20.31,128,64,2,256,64,64,"0.07748123076923076, 0.07770057142857142, 0.07876257142857143, 0.08047899999999998, 0.080833, 0.07790942857142857, 0.07991414285714285",0,0,0.07748123076923076,0.0
0.18,0.08,5338.79,16,16,831744,20.31,128,64,12,53,3264,0,"0.07906677551020407, 0.076752, 0.07675, 0.076752, 0.07675, 0.076748, 0.078423",0,0,0.07906677551020407,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,25,28,3264,3264,"0.0044623076923076925, 0.004982857142857143, 0.005044285714285715, 0.0050942857142857135, 0.0050942857142857135, 0.005042857142857143, 0.005097142857142857",0,0,0.0044623076923076925,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,256,64,64,"0.004903846153846154, 0.004869999999999999, 0.004905714285714285, 0.0049585714285714285, 0.004975714285714286, 0.0048714285714285726, 0.004954285714285715",2,2,0.004905714285714285,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,53,3264,0,"0.004918367346938777, 0.00494, 0.0049, 0.00487, 0.00489, 0.0049, 0.005",0,0,0.004918367346938777,0.0
0.18,0.08,5557.12,16,16,861184,21.02,128,64,26,36,3392,3392,"0.07945061538461538, 0.08050014285714284, 0.07999128571428571, 0.08050842857142858, 0.08103271428571428, 0.08185985714285715, 0.08008814285714284",2,2,0.07999128571428571,0.0
0.18,0.08,5557.12,16,16,861184,21.02,128,64,2,254,64,64,"0.07934492307692308, 0.07959942857142857, 0.07953342857142857, 0.08104528571428571, 0.08102414285714286, 0.08028885714285715, 0.08268571428571428",0,0,0.07934492307692308,0.0
0.18,0.08,5557.12,16,16,861184,21.02,128,64,12,40,3392,0,"0.08050261224489798, 0.07930599999999999, 0.07936900000000001, 0.079354, 0.079359, 0.079361, 0.079345",0,0,0.08050261224489798,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,"0.0046099999999999995, 0.0051199999999999996, 0.005082857142857143, 0.0051514285714285716, 0.005121428571428571, 0.005155714285714285, 0.005095714285714286",0,0,0.0046099999999999995,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,"0.005016153846153846, 0.0049871428571428575, 0.0049414285714285714, 0.005002857142857143, 0.004995714285714286, 0.004951428571428571, 0.005094285714285715",0,0,0.005016153846153846,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,"0.004992448979591837, 0.00506, 0.0051, 0.0050799999999999994, 0.00505, 0.00505, 0.00505",0,0,0.004992448979591837,0.0
0.18,0.08,5557.12,16,16,861184,21.02,128,64,26,36,3392,3392,"0.07945061538461538, 0.08050014285714284, 0.07999128571428571, 0.08050842857142858, 0.08103271428571428, 0.08185985714285715, 0.08008814285714284",2,2,0.07999128571428571,0.0
0.18,0.08,5557.12,16,16,861184,21.02,128,64,2,254,64,64,"0.07934492307692308, 0.07959942857142857, 0.07953342857142857, 0.08104528571428571, 0.08102414285714286, 0.08028885714285715, 0.08268571428571428",0,0,0.07934492307692308,0.0
0.18,0.08,5557.12,16,16,861184,21.02,128,64,12,40,3392,0,"0.08050261224489798, 0.07930599999999999, 0.07936900000000001, 0.079354, 0.079359, 0.079361, 0.079345",0,0,0.08050261224489798,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,"0.0046099999999999995, 0.0051199999999999996, 0.005082857142857143, 0.0051514285714285716, 0.005121428571428571, 0.005155714285714285, 0.005095714285714286",0,0,0.0046099999999999995,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,"0.005016153846153846, 0.0049871428571428575, 0.0049414285714285714, 0.005002857142857143, 0.004995714285714286, 0.004951428571428571, 0.005094285714285715",0,0,0.005016153846153846,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,"0.004992448979591837, 0.00506, 0.0051, 0.0050799999999999994, 0.00505, 0.00505, 0.00505",0,0,0.004992448979591837,0.0
0.18,0.08,5540.42,16,16,861184,21.02,128,64,26,36,3392,3392,"0.07945061538461538, 0.08050014285714284, 0.07999128571428571, 0.08050842857142858, 0.08103271428571428, 0.08185985714285715, 0.08008814285714284",2,2,0.07999128571428571,0.0
0.18,0.08,5540.42,16,16,861184,21.02,128,64,2,254,64,64,"0.07934492307692308, 0.07959942857142857, 0.07953342857142857, 0.08104528571428571, 0.08102414285714286, 0.08028885714285715, 0.08268571428571428",0,0,0.07934492307692308,0.0
0.18,0.08,5540.42,16,16,861184,21.02,128,64,12,40,3392,0,"0.08050261224489798, 0.07930599999999999, 0.07936900000000001, 0.079354, 0.079359, 0.079361, 0.079345",0,0,0.08050261224489798,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,"0.0046099999999999995, 0.0051199999999999996, 0.005082857142857143, 0.0051514285714285716, 0.005121428571428571, 0.005155714285714285, 0.005095714285714286",0,0,0.0046099999999999995,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,"0.005016153846153846, 0.0049871428571428575, 0.0049414285714285714, 0.005002857142857143, 0.004995714285714286, 0.004951428571428571, 0.005094285714285715",0,0,0.005016153846153846,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,"0.004992448979591837, 0.00506, 0.0051, 0.0050799999999999994, 0.00505, 0.00505, 0.00505",0,0,0.004992448979591837,0.0
0.18,0.08,5528.15,16,16,861184,21.02,128,64,26,36,3392,3392,"0.07945061538461538, 0.08050014285714284, 0.07999128571428571, 0.08050842857142858, 0.08103271428571428, 0.08185985714285715, 0.08008814285714284",2,2,0.07999128571428571,0.0
0.18,0.08,5528.15,16,16,861184,21.02,128,64,2,254,64,64,"0.07934492307692308, 0.07959942857142857, 0.07953342857142857, 0.08104528571428571, 0.08102414285714286, 0.08028885714285715, 0.08268571428571428",0,0,0.07934492307692308,0.0
0.18,0.08,5528.15,16,16,861184,21.02,128,64,12,40,3392,0,"0.08050261224489798, 0.07930599999999999, 0.07936900000000001, 0.079354, 0.079359, 0.079361, 0.079345",0,0,0.08050261224489798,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,"0.0046099999999999995, 0.0051199999999999996, 0.005082857142857143, 0.0051514285714285716, 0.005121428571428571, 0.005155714285714285, 0.005095714285714286",0,0,0.0046099999999999995,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,"0.005016153846153846, 0.0049871428571428575, 0.0049414285714285714, 0.005002857142857143, 0.004995714285714286, 0.004951428571428571, 0.005094285714285715",0,0,0.005016153846153846,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,"0.004992448979591837, 0.00506, 0.0051, 0.0050799999999999994, 0.00505, 0.00505, 0.00505",0,0,0.004992448979591837,0.0
0.18,0.08,5528.15,16,16,861184,21.02,128,64,26,36,3392,3392,"0.07945061538461538, 0.08050014285714284, 0.07999128571428571, 0.08050842857142858, 0.08103271428571428, 0.08185985714285715, 0.08008814285714284",2,2,0.07999128571428571,0.0
0.18,0.08,5528.15,16,16,861184,21.02,128,64,2,254,64,64,"0.07934492307692308, 0.07959942857142857, 0.07953342857142857, 0.08104528571428571, 0.08102414285714286, 0.08028885714285715, 0.08268571428571428",0,0,0.07934492307692308,0.0
0.18,0.08,5528.15,16,16,861184,21.02,128,64,12,40,3392,0,"0.08050261224489798, 0.07930599999999999, 0.07936900000000001, 0.079354, 0.079359, 0.079361, 0.079345",0,0,0.08050261224489798,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,26,36,3392,3392,"0.0046099999999999995, 0.0051199999999999996, 0.005082857142857143, 0.0051514285714285716, 0.005121428571428571, 0.005155714285714285, 0.005095714285714286",0,0,0.0046099999999999995,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,2,254,64,64,"0.005016153846153846, 0.0049871428571428575, 0.0049414285714285714, 0.005002857142857143, 0.004995714285714286, 0.004951428571428571, 0.005094285714285715",0,0,0.005016153846153846,0.0
0.0,0.07,4.53,512,17,1024,0.01,5,4,12,40,3392,0,"0.004992448979591837, 0.00506, 0.0051, 0.0050799999999999994, 0.00505, 0.00505, 0.00505",0,0,0.004992448979591837,0.0
0.18,0.08,5750.29,16,16,891136,21.76,128,64,25,44,3520,3520,"0.08208569230769232, 0.082134, 0.0821367142857143, 0.08317200000000001, 0.08538771428571428, 0.08406128571428571, 0.08269342857142857",0,0,0.08208569230769232,0.0
0.18,0.08,5750.29,16,16,891136,21.76,128,64,2,212,64,64,"0.08198553846153846, 0.08218042857142858, 0.08216285714285713, 0.08269328571428572, 0.08319071428571427, 0.08462385714285714, 0.08492000000000001",0,0,0.08198553846153846,0.0
0.18,0.08,5750.29,16,16,891136,21.76,128,64,12,55,3520,0,"0.08310765306122447, 0.081949, 0.082012, 0.082006, 0.081963, 0.08200700000000001, 0.081998",1,1,0.081949,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,"0.004493076923076923, 0.004947142857142858, 0.0049642857142857145, 0.004984285714285714, 0.005055714285714287, 0.00503, 0.004977142857142858",0,0,0.004493076923076923,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,2,212,64,64,"0.0048969230769230765, 0.004841428571428572, 0.004815714285714286, 0.004855714285714285, 0.004867142857142857, 0.004898571428571428, 0.0049299999999999995",1,1,0.004841428571428572,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,12,55,3520,0,"0.0048632653061224515, 0.00492, 0.00496, 0.00502, 0.0049299999999999995, 0.00498, 0.0050100000000000006",0,0,0.0048632653061224515,0.0
0.18,0.08,5750.29,16,16,891136,21.76,128,64,25,44,3520,3520,"0.08208569230769232, 0.082134, 0.0821367142857143, 0.08317200000000001, 0.08538771428571428, 0.08406128571428571, 0.08269342857142857",0,0,0.08208569230769232,0.0
0.18,0.08,5750.29,16,16,891136,21.76,128,64,2,212,64,64,"0.08198553846153846, 0.08218042857142858, 0.08216285714285713, 0.08269328571428572, 0.08319071428571427, 0.08462385714285714, 0.08492000000000001",0,0,0.08198553846153846,0.0
0.18,0.08,5750.29,16,16,891136,21.76,128,64,12,55,3520,0,"0.08310765306122447, 0.081949, 0.082012, 0.082006, 0.081963, 0.08200700000000001, 0.081998",1,1,0.081949,0.0
0.0,0.08,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,"0.004493076923076923, 0.004947142857142858, 0.0049642857142857145, 0.004984285714285714, 0.005055714285714287, 0.00503, 0.004977142857142858",0,0,0.004493076923076923,0.0
0.0,0.08,4.66,512,17,1024,0.01,5,4,2,212,64,64,"0.0048969230769230765, 0.004841428571428572, 0.004815714285714286, 0.004855714285714285, 0.004867142857142857, 0.004898571428571428, 0.0049299999999999995",1,1,0.004841428571428572,0.0
0.0,0.08,4.66,512,17,1024,0.01,5,4,12,55,3520,0,"0.0048632653061224515, 0.00492, 0.00496, 0.00502, 0.0049299999999999995, 0.00498, 0.0050100000000000006",0,0,0.0048632653061224515,0.0
0.18,0.08,5733.3,16,16,891136,21.76,128,64,25,44,3520,3520,"0.08208569230769232, 0.082134, 0.0821367142857143, 0.08317200000000001, 0.08538771428571428, 0.08406128571428571, 0.08269342857142857",0,0,0.08208569230769232,0.0
0.18,0.08,5733.3,16,16,891136,21.76,128,64,2,212,64,64,"0.08198553846153846, 0.08218042857142858, 0.08216285714285713, 0.08269328571428572, 0.08319071428571427, 0.08462385714285714, 0.08492000000000001",0,0,0.08198553846153846,0.0
0.18,0.08,5733.3,16,16,891136,21.76,128,64,12,55,3520,0,"0.08310765306122447, 0.081949, 0.082012, 0.082006, 0.081963, 0.08200700000000001, 0.081998",1,1,0.081949,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,"0.004493076923076923, 0.004947142857142858, 0.0049642857142857145, 0.004984285714285714, 0.005055714285714287, 0.00503, 0.004977142857142858",0,0,0.004493076923076923,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,2,212,64,64,"0.0048969230769230765, 0.004841428571428572, 0.004815714285714286, 0.004855714285714285, 0.004867142857142857, 0.004898571428571428, 0.0049299999999999995",1,1,0.004841428571428572,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,12,55,3520,0,"0.0048632653061224515, 0.00492, 0.00496, 0.00502, 0.0049299999999999995, 0.00498, 0.0050100000000000006",0,0,0.0048632653061224515,0.0
0.18,0.08,5720.81,16,16,891136,21.76,128,64,25,44,3520,3520,"0.08208569230769232, 0.082134, 0.0821367142857143, 0.08317200000000001, 0.08538771428571428, 0.08406128571428571, 0.08269342857142857",0,0,0.08208569230769232,0.0
0.18,0.08,5720.81,16,16,891136,21.76,128,64,2,212,64,64,"0.08198553846153846, 0.08218042857142858, 0.08216285714285713, 0.08269328571428572, 0.08319071428571427, 0.08462385714285714, 0.08492000000000001",0,0,0.08198553846153846,0.0
0.18,0.08,5720.81,16,16,891136,21.76,128,64,12,55,3520,0,"0.08310765306122447, 0.081949, 0.082012, 0.082006, 0.081963, 0.08200700000000001, 0.081998",1,1,0.081949,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,25,44,3520,3520,"0.004493076923076923, 0.004947142857142858, 0.0049642857142857145, 0.004984285714285714, 0.005055714285714287, 0.00503, 0.004977142857142858",0,0,0.004493076923076923,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,2,212,64,64,"0.0048969230769230765, 0.004841428571428572, 0.004815714285714286, 0.004855714285714285, 0.004867142857142857, 0.004898571428571428, 0.0049299999999999995",1,1,0.004841428571428572,0.0
0.0,0.07,4.66,512,17,1024,0.01,5,4,12,55,3520,0,"0.0048632653061224515, 0.00492, 0.00496, 0.00502, 0.0049299999999999995, 0.00498, 0.0050100000000000006",0,0,0.0048632653061224515,0.0
0.18,0.08,5720.81,16,16,891136,21.76,128,64,25,44,3520,3520,"0.08208569230769232, 0.082134, 0.0821367142857143, 0.08317200000000001, 0.08538771428571428, 0.08406128571428571, 0.08269342857142857",0,0,0.08208569230769232,0.0
0.18,0.08,5720.81,16,16,891136,21.76,128,64,2,212,64,64,"0.08198553846153846, 0.08218042857142858, 0.08216285714285713, 0.08269328571428572, 0.08319071428571427, 0.08462385714285714, 0.08492000000000001",0,0,0.08198553846153846,0.0
